Time,Idc_bat_Discharge,Vdc_bat_Discharge
1009,1058.338932,362.28067
1009.5,1058.377383,362.27957
1010,1058.358147,362.2787
1010.5,1058.354745,362.2777
1011,1058.352582,362.27676
1011.5,1058.350398,362.2758
1012,1058.40147,362.2747
1012.5,1058.442546,362.2736
1013,1058.407308,362.27274
1013.5,1058.374947,362.27185
1014,1058.368332,362.2709
1014.5,1058.38782,362.26984
1015,1058.406153,362.26883
1015.5,1058.350587,362.268
1016,1058.407308,362.26688
1016.5,1058.44515,362.26578
1017,1058.437233,362.26483
1017.5,1058.471778,362.26376
1018,1058.47833,362.26276
1018.5,1058.472555,362.2618
1019,1058.49807,362.2608
1019.5,1058.468565,362.25992
1020,1058.488704,362.25888
1020.5,1058.48673,362.2579
1021,1058.541435,362.25677
1021.5,1058.545866,362.25577
1022,1058.552775,362.2548
1022.5,1058.585724,362.25372
1023,1058.656347,362.25253
1023.5,1058.656095,362.25156
1024,1058.684676,362.2505
1024.5,1058.678775,362.24954
1025,1058.65662,362.24866
1025.5,1058.626422,362.24777
1026,1058.54973,362.24707
1026.5,1058.56464,362.24603
1027,1058.5764,362.24503
1027.5,1058.587257,362.24405
1028,1058.5617,362.24316
1028.5,1058.56569,362.2422
1029,1058.580222,362.24118
1029.5,1058.574447,362.24023
1030,1058.57304,362.2393
1030.5,1058.56926,362.23834
1031,1058.570142,362.23737
1031.5,1058.568,362.23642
1032,1058.533686,362.23553
1032.5,1058.55477,362.2345
1033,1058.576568,362.23346
1033.5,1058.543556,362.2326
1034,1058.496138,362.23178
1034.5,1058.52138,362.2307
1035,1058.57619,362.22958
1035.5,1058.575665,362.2286
1036,1058.553237,362.22772
1036.5,1058.492862,362.22714
1037,1058.482215,362.2262
1037.5,1058.485995,362.2252
1038,1058.506764,362.22415
1038.5,1058.52747,362.2231
1039,1058.507163,362.22223
1039.5,1058.508885,362.22125
1040,1058.488704,362.22037
1040.5,1058.514324,362.21933
1041,1058.35821,362.21887
1041.5,1058.32062,362.218
1042,1058.351427,362.21695
1042.5,1058.366673,362.21594
1043,1058.343594,362.21506
1043.5,1058.39412,362.21393
1044,1058.32503,362.2132
1044.5,1058.366673,362.2121
1045,1058.3643,362.21115
1045.5,1058.362116,362.21017
1046,1058.325408,362.20932
1046.5,1058.342712,362.20828
1047,1058.295735,362.20746
1047.5,1058.356425,362.20633
1048,1058.363607,362.20532
1048.5,1058.383977,362.20428
1049,1058.405187,362.20325
1049.5,1058.489145,362.20203
1050,1058.4777,362.20108
1050.5,1058.440635,362.20023
1051,1058.384565,362.19943
1051.5,1058.37081,362.19852
1052,1058.332443,362.1977
1052.5,1058.27085,362.1969
1053,1058.249724,362.196
1053.5,1058.274903,362.19495
1054,1058.23431,362.19412
1054.5,1058.212155,362.1932
1055,1058.23662,362.19217
1055.5,1058.188257,362.19135
1056,1058.181726,362.1904
1056.5,1058.187417,362.18942
1057,1058.1816,362.18848
1057.5,1058.181264,362.18753
1058,1058.279124,362.18625
1058.5,1058.30172,362.1852
1059,1058.338743,362.18414
1059.5,1058.310666,362.18326
1060,1058.280468,362.18237
1060.5,1058.269527,362.18146
1061,1058.26707,362.18048
1061.5,1058.264907,362.17953
1062,1058.26434,362.17856
1062.5,1058.37312,362.17725
1063,1058.345337,362.1764
1063.5,1058.333598,362.17548
1064,1058.319507,362.17456
1064.5,1058.314572,362.1736
1065,1058.37165,362.1725
1065.5,1058.33805,362.17163
1066,1058.3244,362.1707
1066.5,1058.286558,362.16986
1067,1058.302917,362.16882
1067.5,1058.276625,362.16794
1068,1058.348802,362.16675
1068.5,1058.3937,362.16562
1069,1058.329125,362.16486
1069.5,1058.344875,362.16385
1070,1058.34225,362.16287
1070.5,1058.356992,362.16187
1071,1058.376795,362.16083
1071.5,1058.331435,362.16
1072,1058.35191,362.15897
1072.5,1058.426922,362.15778
1073,1058.432613,362.1568
1073.5,1058.378475,362.156
1074,1058.42562,362.1549
1074.5,1058.42898,362.15393
1075,1058.48505,362.15277
1075.5,1058.4756,362.15186
1076,1058.431668,362.151
1076.5,1058.409933,362.15012
1077,1058.51424,362.1488
1077.5,1058.56737,362.14767
1078,1058.573733,362.1467
1078.5,1058.571822,362.14572
1079,1058.569638,362.14478
1079.5,1058.56779,362.1438
1080,1058.536752,362.14294
1080.5,1058.505,362.14206
1081,1058.547588,362.141
1081.5,1058.471274,362.14026
1082,1058.484336,362.13925
1082.5,1058.477616,362.13834
1083,1058.529654,362.1372
1083.5,1058.553678,362.13617
1084,1058.515668,362.13535
1084.5,1058.476125,362.1345
1085,1058.504265,362.13345
1085.5,1058.502795,362.1325
1086,1058.500674,362.13153
1086.5,1058.451975,362.1307
1087,1058.46132,362.12973
1087.5,1058.47161,362.12872
1088,1058.55498,362.1275
1088.5,1058.55603,362.12653
1089,1058.509725,362.12567
1089.5,1058.488956,362.1248
1090,1058.48526,362.1238
1090.5,1058.425305,362.12305
1091,1058.417052,362.1221
1091.5,1058.45082,362.12103
1092,1058.440257,362.1201
1092.5,1058.430828,362.1194
1093,1058.43612,362.11838
1093.5,1058.4567,362.11737
1094,1058.429547,362.11652
1094.5,1058.412684,362.1156
1095,1058.415897,362.11462
1095.5,1058.367387,362.1138
1096,1058.306298,362.11304
1096.5,1058.370768,362.11188
1097,1058.280027,362.1112
1097.5,1058.313228,362.11014
1098,1058.335908,362.10913
1098.5,1058.330007,362.1082
1099,1058.254722,362.10742
1099.5,1058.21625,362.1066
1100,1058.209782,362.10565
1100.5,1058.232,362.1046
1101,1058.23095,362.10364
1101.5,1058.267343,362.10257
1102,1058.27547,362.1016
1102.5,1058.32713,362.10046
1103,1058.316693,362.09952
1103.5,1058.285802,362.09866
1104,1058.227926,362.09787
1104.5,1058.22444,362.0969
1105,1058.21499,362.09598
1105.5,1058.231454,362.09497
1106,1058.279523,362.09387
1106.5,1058.264907,362.09293
1107,1058.257725,362.092
1107.5,1058.236578,362.0911
1108,1058.19189,362.09027
1108.5,1058.159865,362.0894
1109,1058.10873,362.0886
1109.5,1058.096172,362.08768
1110,1058.161797,362.08652
1110.5,1058.142372,362.0856
1111,1058.241072,362.08435
1111.5,1058.252664,362.08334
1112,1058.282274,362.08228
1112.5,1058.310078,362.08124
1113,1058.263248,362.0804
1113.5,1058.2803,362.0794
1114,1058.237985,362.07858
1114.5,1058.22759,362.07764
1115,1058.234583,362.07666
1115.5,1058.213898,362.07574
1116,1058.236704,362.07474
1116.5,1058.257977,362.0737
1117,1058.2803,362.07266
1117.5,1058.345337,362.07153
1118,1058.35989,362.07053
1118.5,1058.293236,362.06976
1119,1058.27043,362.06888
1119.5,1058.23767,362.06802
1120,1058.229648,362.06708
1120.5,1058.21373,362.06616
1121,1058.26497,362.06503
1121.5,1058.286243,362.064
1122,1058.275617,362.06308
1122.5,1058.25846,362.06216
1123,1058.26056,362.0612
1123.5,1058.29899,362.0601
1124,1058.318667,362.05908
1124.5,1058.320725,362.0581
1125,1058.313606,362.05716
1125.5,1058.31369,362.05618
1126,1058.3202,362.0552
1126.5,1058.305353,362.0543
1127,1058.31537,362.0533
1127.5,1058.288112,362.05243
1128,1058.27652,362.05148
1128.5,1058.378265,362.0502
1129,1058.391726,362.04922
1129.5,1058.391663,362.04825
1130,1058.389563,362.0473
1130.5,1058.36493,362.04642
1131,1058.362053,362.04547
1131.5,1058.43822,362.04425
1132,1058.444604,362.04327
1132.5,1058.42331,362.04236
1133,1058.441202,362.04135
1133.5,1058.45439,362.0403
1134,1058.3958,362.03955
1134.5,1058.470182,362.03836
1135,1058.461257,362.0374
1135.5,1058.438388,362.03653
1136,1058.423583,362.03564
1136.5,1058.38698,362.0348
1137,1058.387946,362.03384
1137.5,1058.442483,362.0327
1138,1058.45649,362.0317
1138.5,1058.42457,362.03085
1139,1058.451408,362.02982
1139.5,1058.42751,362.02893
1140,1058.446326,362.02792
1140.5,1058.436666,362.02698
1141,1058.508885,362.0258
1141.5,1058.46279,362.02496
1142,1058.466003,362.024
1142.5,1058.445633,362.02307
1143,1058.44242,362.02213
1143.5,1058.399097,362.0213
1144,1058.448447,362.02017
1144.5,1058.425305,362.0193
1145,1058.380764,362.01846
1145.5,1058.387442,362.01746
1146,1058.37123,362.01654
1146.5,1058.37711,362.0156
1147,1058.385972,362.0146
1147.5,1058.32923,362.01382
1148,1058.366925,362.01276
1148.5,1058.35422,362.01202
1149,1058.3853,362.01096
1149.5,1058.337588,362.01016
1150,1058.282526,362.00937
1150.5,1058.267595,362.00845
1151,1058.31411,362.00735
1151.5,1058.309007,362.0064
1152,1058.231517,362.00568
1152.5,1058.177673,362.00488
1153,1058.193066,362.00388
1153.5,1058.173704,362.003
1154,1058.165955,362.00204
1154.5,1058.170764,362.00107
1155,1058.206065,361.99997
1155.5,1058.188446,361.99908
1156,1058.237355,361.99796
1156.5,1058.23284,361.997
1157,1058.124753,361.99637
1157.5,1058.139096,361.9954
1158,1058.16207,361.99435
1158.5,1058.1207,361.99353
1159,1058.111796,361.99258
1159.5,1058.105265,361.99167
1160,1058.145375,361.99057
1160.5,1058.113266,361.9897
1161,1058.09991,361.98877
1161.5,1058.12217,361.98776
1162,1058.14716,361.9867
1162.5,1058.105832,361.98587
1163,1058.10453,361.98492
1163.5,1058.118726,361.98392
1164,1058.126538,361.98294
1164.5,1058.218056,361.9817
1165,1058.272782,361.98056
1165.5,1058.263248,361.9796
1166,1058.251257,361.9787
1166.5,1058.217342,361.97784
1167,1058.21436,361.9769
1167.5,1058.212092,361.97592
1168,1058.24817,361.97485
1168.5,1058.172948,361.97412
1169,1058.173452,361.97318
1169.5,1058.202474,361.97214
1170,1058.222088,361.97113
1170.5,1058.283366,361.96997
1171,1058.28996,361.969
1171.5,1058.27274,361.96808
1172,1058.24124,361.96722
1172.5,1058.24964,361.96625
1173,1058.226582,361.96536
1173.5,1058.230425,361.9644
1174,1058.24565,361.96338
1174.5,1058.213772,361.9625
1175,1058.200563,361.96158
1175.5,1058.226078,361.96054
1176,1058.191974,361.9597
1176.5,1058.16753,361.9588
1177,1058.169168,361.95782
1177.5,1058.21688,361.95673
1178,1058.2362,361.95572
1178.5,1058.235738,361.95474
1179,1058.24901,361.95377
1179.5,1058.28198,361.9527
1180,1058.26749,361.95178
1180.5,1058.240358,361.9509
1181,1058.25405,361.9499
1181.5,1058.274903,361.94885
1182,1058.241324,361.948
1182.5,1058.264004,361.94696
1183,1058.261967,361.946
1183.5,1058.24397,361.9451
1184,1058.262345,361.9441
1184.5,1058.262093,361.94315
1185,1058.293488,361.94208
1185.5,1058.272467,361.94116
1186,1058.34876,361.93997
1186.5,1058.358924,361.939
1187,1058.357118,361.93802
1187.5,1058.304576,361.93723
1188,1058.292585,361.9363
1188.5,1058.2971,361.93536
1189,1058.33007,361.9343
1189.5,1058.393784,361.93314
1190,1058.421924,361.93207
1190.5,1058.421987,361.93112
1191,1058.39811,361.93024
1191.5,1058.381604,361.92935
1192,1058.298423,361.92862
1192.5,1058.22549,361.92792
1193,1058.238573,361.9269
1193.5,1058.270997,361.92587
1194,1058.390382,361.92453
1194.5,1058.48316,361.9233
1195,1058.452353,361.92242
1195.5,1058.41974,361.92157
1196,1058.408715,361.92065
1196.5,1058.417808,361.91965
1197,1058.43297,361.91864
1197.5,1058.39055,361.91782
1198,1058.37963,361.91687
1198.5,1058.317008,361.9161
1199,1058.347773,361.91504
1199.5,1058.27946,361.9143
1200,1058.309133,361.91327
1200.5,1058.310204,361.9123
1201,1058.300418,361.91138
1201.5,1058.371356,361.9102
1202,1058.34855,361.90927
1202.5,1058.315013,361.90845
1203,1058.27967,361.9076
1203.5,1058.225427,361.9068
1204,1058.263248,361.9059
1204.5,1058.207934,361.90512
1205,1058.148147,361.90436
1205.5,1058.120973,361.90347
1206,1058.127,361.9025
1206.5,1058.13057,361.90155
1207,1058.146404,361.90054
1207.5,1058.11545,361.8997
1208,1058.174607,361.89853
1208.5,1058.151024,361.89764
1209,1058.169294,361.89664
1209.5,1058.080842,361.89594
1210,1058.082585,361.89496
1210.5,1058.081367,361.89398
1211,1058.08584,361.89304
1211.5,1058.095647,361.89203
1212,1058.079624,361.89114
1212.5,1058.066625,361.89023
1213,1058.05161,361.8893
1213.5,1058.031954,361.8884
1214,1058.01885,361.88748
1214.5,1058.0094,361.88657
1215,1058.026956,361.88553
1215.5,1058.035272,361.88455
1216,1058.001378,361.8837
1216.5,1058.030484,361.88266
1217,1058.072316,361.8816
1217.5,1058.1627,361.88034
1218,1058.175447,361.87933
1218.5,1058.225553,361.87823
1219,1058.21478,361.8773
1219.5,1058.18916,361.87643
1220,1058.227023,361.87534
1220.5,1058.174544,361.8745
1221,1058.15577,361.87363
1221.5,1058.15304,361.87268
1222,1058.151087,361.87173
1222.5,1058.148903,361.87076
1223,1058.20029,361.86966
1223.5,1058.20428,361.8687
1224,1058.21835,361.8677
1224.5,1058.216964,361.86673
1225,1058.20428,361.8658
1225.5,1058.21835,361.8648
1226,1058.188005,361.86395
1226.5,1058.16522,361.86307
1227,1058.235738,361.8619
1227.5,1058.215368,361.861
1228,1058.168832,361.86017
1228.5,1058.223054,361.85904
1229,1058.18874,361.8582
1229.5,1058.166795,361.8573
1230,1058.095584,361.85657
1230.5,1058.07324,361.85565
1231,1058.164296,361.85443
1231.5,1058.15598,361.85352
1232,1058.15367,361.85254
1232.5,1058.151402,361.8516
1233,1058.149218,361.85065
1233.5,1058.11776,361.8498
1234,1058.12994,361.84882
1234.5,1058.185947,361.84766
1235,1058.2446,361.8465
1235.5,1058.24313,361.84555
1236,1058.18433,361.84476
1236.5,1058.183007,361.8438
1237,1058.203314,361.8428
1237.5,1058.202222,361.84183
1238,1058.20008,361.84088
1238.5,1058.166795,361.84003
1239,1058.159928,361.83908
1239.5,1058.13351,361.83823
1240,1058.12427,361.83728
1240.5,1058.230488,361.836
1241,1058.224398,361.83508
1241.5,1058.22633,361.8341
1242,1058.262345,361.83304
1242.5,1058.260938,361.8321
1243,1058.248443,361.83118
1243.5,1058.24502,361.83023
1244,1058.267217,361.82922
1244.5,1058.275092,361.82825
1245,1058.31684,361.82712
1245.5,1058.318793,361.82617
1246,1058.2992,361.8253
1246.5,1058.279187,361.8244
1247,1058.312976,361.82333
1247.5,1058.254533,361.82257
1248,1058.250354,361.82162
1248.5,1058.250354,361.82065
1249,1058.25153,361.8197
1249.5,1058.279523,361.81863
1250,1058.3286,361.81754
1250.5,1058.3097,361.81662
1251,1058.36556,361.8155
1251.5,1058.374233,361.8145
1252,1058.37627,361.81354
1252.5,1058.271816,361.8129
1253,1058.239203,361.81207
1253.5,1058.265033,361.81104
1254,1058.241324,361.81015
1254.5,1058.270283,361.8091
1255,1058.3265,361.80795
1255.5,1058.242668,361.80728
1256,1058.23977,361.8063
1256.5,1058.247666,361.80533
1257,1058.22318,361.80444
1257.5,1058.24313,361.8034
1258,1058.12175,361.80283
1258.5,1058.071623,361.80203
1259,1058.066163,361.8011
1259.5,1058.055852,361.80017
1260,1058.07009,361.79938
1260.5,1058.08899,361.79837
1261,1058.08248,361.79742
1261.5,1058.061438,361.79654
1262,1058.0304,361.79565
1262.5,1058.021832,361.79474
1263,1057.994133,361.79385
1263.5,1058.002596,361.79285
1264,1058.079435,361.7917
1264.5,1058.084685,361.7907
1265,1058.066226,361.7898
1265.5,1058.05308,361.78888
1266,1057.97454,361.78815
1266.5,1057.96383,361.78723
1267,1057.961394,361.7863
1267.5,1057.97937,361.78528
1268,1057.978824,361.78433
1268.5,1057.96488,361.78342
1269,1057.951965,361.78247
1269.5,1057.95627,361.78152
1270,1058.02263,361.78036
1270.5,1058.097705,361.77917
1271,1058.101296,361.77823
1271.5,1058.13792,361.77713
1272,1058.14359,361.77615
1272.5,1058.1312,361.77524
1273,1058.141028,361.77426
1273.5,1058.116857,361.77338
1274,1058.12448,361.7724
1274.5,1058.164422,361.77133
1275,1058.127945,361.77045
1275.5,1058.134623,361.76947
1276,1058.17866,361.76837
1276.5,1058.17698,361.76743
1277,1058.188446,361.76645
1277.5,1058.124753,361.7657
1278,1058.1291,361.7647
1278.5,1058.147244,361.7637
1279,1058.159487,361.7627
1279.5,1058.147118,361.76178
1280,1058.204658,361.76065
1280.5,1058.191533,361.75974
1281,1058.172297,361.75882
1281.5,1058.18475,361.7578
1282,1058.16354,361.75693
1282.5,1058.118264,361.7561
1283,1058.094555,361.75522
1283.5,1058.112048,361.7542
1284,1058.11671,361.75323
1284.5,1058.093274,361.75235
1285,1058.09907,361.75137
1285.5,1058.072778,361.75052
1286,1058.056944,361.7496
1286.5,1058.04216,361.7487
1287,1058.062782,361.74768
1287.5,1058.11209,361.74655
1288,1058.096802,361.74564
1288.5,1058.114883,361.74463
1289,1058.11797,361.74365
1289.5,1058.094303,361.74277
1290,1057.300587,361.74454
1290.5,1056.81681,361.74524
1291,1057.432488,361.74216
1291.5,1057.07805,361.74243
1292,1055.702256,361.74622
1292.5,1056.411762,361.7428
1293,1056.328455,361.74213
1293.5,1055.951757,361.74246
1294,1055.939262,361.74155
1294.5,1055.927838,361.74063
1295,1055.972904,361.73953
1295.5,1054.729284,361.74286
1296,1054.28967,361.7434
1296.5,1055.336205,361.73886
1297,1054.642785,361.7403
1297.5,1053.678528,361.74265
1298,1054.888737,361.73752
1298.5,1053.420837,361.7416
1299,1053.064005,361.74188
1299.5,1053.111423,361.74078
1300,1053.0891,361.73987
1300.5,1053.107958,361.73886
1301,1053.108462,361.73788
1301.5,1053.11955,361.7369
1302,1053.162117,361.7358
1302.5,1053.145443,361.7349
1303,1053.142125,361.73395
1303.5,1053.152247,361.73297
1304,1053.155124,361.732
1304.5,1053.12396,361.73114
1305,1053.12837,361.73016
1305.5,1053.146535,361.72916
1306,1053.190698,361.72806
1306.5,1053.206595,361.72705
1307,1053.17247,361.7262
1307.5,1053.168522,361.72528
1308,1053.167178,361.72452
1308.5,1053.1962,361.72348
1309,1053.176733,361.72256
1309.5,1053.17415,361.72162
1310,1053.133536,361.7208
1310.5,1053.153843,361.7198
1311,1053.170118,361.71878
1311.5,1053.171336,361.71783
1312,1053.16932,361.71686
1312.5,1053.1584,361.71594
1313,1053.13887,361.71503
1313.5,1053.17016,361.714
1314,1053.29826,361.71265
1314.5,1053.28209,361.71173
1315,1053.282342,361.7108
1315.5,1053.280284,361.7098
1316,1053.217683,361.70905
1316.5,1053.17688,361.70822
1317,1053.111864,361.70746
1317.5,1053.034122,361.70676
1318,1053.04395,361.70575
1318.5,1053.01623,361.7049
1319,1052.95134,361.70416
1319.5,1052.892687,361.70337
1320,1052.886933,361.70242
1320.5,1052.880318,361.7015
1321,1052.89107,361.7005
1321.5,1052.88288,361.69955
1322,1052.848734,361.6987
1322.5,1052.861985,361.69772
1323,1052.888214,361.6967
1323.5,1052.942163,361.69556
1324,1052.999136,361.6944
1324.5,1053.03156,361.69336
1325,1053.066,361.6923
1325.5,1052.959215,361.69168
1326,1052.92509,361.69086
1326.5,1052.895837,361.68997
1327,1052.93139,361.6889
1327.5,1052.931138,361.68796
1328,1052.929038,361.687
1328.5,1052.93307,361.68604
1329,1052.940945,361.68506
1329.5,1052.909235,361.68417
1330,1052.91501,361.6832
1330.5,1052.918706,361.68225
1331,1052.946846,361.68118
1331.5,1052.93013,361.68027
1332,1052.980866,361.67917
1332.5,1053.025995,361.67807
1333,1053.047982,361.67703
1333.5,1053.04647,361.6761
1334,1053.027087,361.6752
1334.5,1053.019254,361.67426
1335,1053.01686,361.6733
1335.5,1053.014718,361.67236
1336,1053.03429,361.67136
1336.5,1053.034773,361.67038
1337,1053.023433,361.6695
1337.5,1053.034122,361.6685
1338,1052.975427,361.66772
1338.5,1052.95743,361.6668
1339,1052.896152,361.66602
1339.5,1052.88645,361.6651
1340,1052.86209,361.6642
1340.5,1052.875572,361.66324
1341,1052.892057,361.66223
1341.5,1052.88099,361.66132
1342,1052.85789,361.66043
1342.5,1052.837583,361.65955
1343,1052.82639,361.65863
1343.5,1052.88036,361.65753
1344,1052.87595,361.6566
1344.5,1052.838465,361.65573
1345,1052.805915,361.65488
1345.5,1052.825907,361.65387
1346,1052.831094,361.6529
1346.5,1052.843736,361.65192
1347,1052.870973,361.65085
1347.5,1052.906526,361.64978
1348,1052.939034,361.6487
1348.5,1052.969925,361.64764
1349,1052.918202,361.64685
1349.5,1052.922423,361.64587
1350,1052.9232,361.64493
1350.5,1052.979858,361.64377
1351,1053.011568,361.64273
1351.5,1052.961525,361.64194
1352,1052.899092,361.64117
1352.5,1052.94126,361.64008
1353,1052.9295,361.63913
1353.5,1052.984268,361.63803
1354,1052.97738,361.6371
1354.5,1052.932818,361.63626
1355,1053.059196,361.63492
1355.5,1053.078348,361.63388
1356,1053.069444,361.63297
1356.5,1053.046113,361.63205
1357,1053.044832,361.6311
1357.5,1053.027654,361.63022
1358,1053.03639,361.62924
1358.5,1053.035613,361.6283
1359,1053.077382,361.62723
1359.5,1053.10569,361.62616
1360,1053.07965,361.62527
1360.5,1053.084564,361.6243
1361,1053.043866,361.62347
1361.5,1053.073875,361.6224
1362,1053.111234,361.62134
1362.5,1053.16344,361.62024
1363,1053.09288,361.6195
1363.5,1053.07146,361.61862
1364,1053.058608,361.61792
1364.5,1053.06768,361.6169
1365,1053.105396,361.61584
1365.5,1053.07083,361.615
1366,1053.05256,361.6141
1366.5,1053.093342,361.61304
1367,1053.176397,361.61182
1367.5,1053.19767,361.6108
1368,1053.267033,361.60962
1368.5,1053.216654,361.60883
1369,1053.15819,361.60803
1369.5,1053.09687,361.60727
1370,1053.08154,361.60635
1370.5,1053.08091,361.6054
1371,1053.08154,361.60446
1371.5,1053.063165,361.60355
1372,1052.98662,361.6028
1372.5,1052.929857,361.60205
1373,1052.893527,361.6012
1373.5,1052.868978,361.60034
1374,1052.88687,361.5993
1374.5,1052.83185,361.59854
1375,1052.828154,361.5976
1375.5,1052.845332,361.5966
1376,1052.809443,361.59573
1376.5,1052.88792,361.5945
1377,1052.917425,361.59344
1377.5,1052.92635,361.59247
1378,1052.957283,361.59143
1378.5,1052.92761,361.59058
1379,1052.89611,361.58972
1379.5,1052.93559,361.58865
1380,1052.90892,361.58777
1380.5,1052.86566,361.58694
1381,1052.868264,361.586
1381.5,1052.85894,361.58505
1382,1052.81106,361.58426
1382.5,1052.771832,361.58344
1383,1052.787204,361.58243
1383.5,1052.818095,361.58136
1384,1052.851926,361.5803
1384.5,1052.84949,361.57935
1385,1052.843925,361.5784
1385.5,1052.841678,361.57745
1386,1052.899617,361.57632
1386.5,1052.943906,361.5752
1387,1052.93265,361.57428
1387.5,1052.89296,361.57346
1388,1052.927484,361.57242
1388.5,1052.940315,361.5714
1389,1052.95491,361.5704
1389.5,1052.9589,361.56946
1390,1052.933385,361.56857
1390.5,1052.928954,361.56763
1391,1052.969988,361.56656
1391.5,1052.99712,361.56552
1392,1052.976393,361.5646
1392.5,1052.899617,361.5639
1393,1052.850645,361.56308
1393.5,1052.811375,361.56226
1394,1052.817717,361.56128
1394.5,1052.82471,361.56027
1395,1052.802576,361.5594
1395.5,1052.797578,361.55847
1396,1052.778363,361.55756
1396.5,1052.787855,361.5566
1397,1052.78334,361.55566
1397.5,1052.784768,361.55472
1398,1052.810157,361.55368
1398.5,1052.804256,361.55276
1399,1052.797515,361.55182
1399.5,1052.73651,361.55106
1400,1052.722545,361.55014
1400.5,1052.708307,361.54922
1401,1052.747913,361.54813
1401.5,1052.79594,361.54703
1402,1052.842245,361.5459
1402.5,1052.86545,361.54486
1403,1052.893842,361.54382
1403.5,1052.906337,361.54282
1404,1052.89968,361.54187
1404.5,1052.86083,361.54105
1405,1052.84214,361.54013
1405.5,1052.854887,361.53912
1406,1052.819313,361.5383
1406.5,1052.824185,361.53732
1407,1052.804382,361.5364
1407.5,1052.825025,361.5354
1408,1052.82639,361.53442
1408.5,1052.863413,361.53336
1409,1052.88792,361.53232
1409.5,1052.896278,361.53134
1410,1052.920512,361.5303
1410.5,1052.919168,361.52936
1411,1052.92467,361.52838
1411.5,1052.982987,361.52725
1412,1052.989917,361.52628
1412.5,1052.981643,361.52533
1413,1052.94987,361.52448
1413.5,1052.948505,361.52353
1414,1052.909676,361.5227
1414.5,1053.004848,361.52145
1415,1052.982798,361.52057
1415.5,1052.97507,361.51962
1416,1052.981202,361.51865
1416.5,1053.049704,361.5175
1417,1053.08154,361.51645
1417.5,1053.047835,361.5156
1418,1052.982,361.51483
1418.5,1052.970492,361.51392
1419,1052.948064,361.51303
1419.5,1052.98074,361.51196
1420,1053.079755,361.51093
1420.5,1053.093678,361.50992
1421,1053.11955,361.50888
1421.5,1053.0933,361.508
1422,1053.087588,361.50708
1422.5,1053.034773,361.5063
1423,1052.969988,361.50552
1423.5,1052.987733,361.50452
1424,1052.98683,361.50357
1424.5,1053.012093,361.50253
1425,1052.96625,361.5017
1425.5,1052.881998,361.501
1426,1052.82366,361.5002
1426.5,1052.854047,361.49918
1427,1052.838276,361.49826
1427.5,1052.87679,361.4972
1428,1052.843022,361.49634
1428.5,1052.85327,361.49533
1429,1052.820972,361.49448
1429.5,1052.879877,361.49335
1430,1052.923578,361.49225
1430.5,1052.902053,361.49136
1431,1052.827902,361.49063
1431.5,1052.85222,361.4896
1432,1052.847243,361.48868
1432.5,1052.830842,361.48776
1433,1052.87154,361.48666
1433.5,1052.87175,361.48572
1434,1052.829624,361.4849
1434.5,1052.82387,361.48395
1435,1052.749005,361.48325
1435.5,1052.732478,361.48233
1436,1052.72181,361.4814
1436.5,1052.718366,361.48047
1437,1052.71803,361.47952
1437.5,1052.697618,361.4786
1438,1053.25878,361.47574
1438.5,1054.124442,361.4718
1439,1053.756963,361.47214
1439.5,1053.838485,361.4709
1440,1054.076436,361.46912
1440.5,1054.085025,361.46814
1441,1054.414305,361.46606
1441.5,1054.975908,361.4632
1442,1055.569977,361.46017
1442.5,1055.94111,361.45798
1443,1055.964693,361.4569
1443.5,1055.992518,361.45587
1444,1055.970405,361.455
1444.5,1056.01188,361.45392
1445,1055.973534,361.4531
1445.5,1055.94174,361.45224
1446,1055.862024,361.4515
1446.5,1055.85501,361.4506
1447,1055.835438,361.44968
1447.5,1055.847807,361.4487
1448,1055.88819,361.4476
1448.5,1055.87958,361.44666
1449,1055.88105,361.4457
1449.5,1055.882604,361.44473
1450,1055.880546,361.4438
1450.5,1055.839848,361.44296
1451,1055.80839,361.4421
1451.5,1055.79915,361.4412
1452,1055.789553,361.44025
1452.5,1055.733735,361.43945
1453,1055.700408,361.4386
1453.5,1055.6973,361.43765
1454,1055.63934,361.4369
1454.5,1055.573694,361.43613
1455,1055.547612,361.43527
1455.5,1055.56689,361.43427
1456,1055.592615,361.43323
1456.5,1055.651058,361.4321
1457,1055.697447,361.431
1457.5,1055.781867,361.42978
1458,1055.79285,361.42877
1458.5,1055.865237,361.4276
1459,1055.851902,361.4267
1459.5,1055.87286,361.42566
1460,1055.84388,361.4248
1460.5,1055.878047,361.42374
1461,1055.867295,361.42282
1461.5,1055.848248,361.4219
1462,1055.893314,361.4208
1462.5,1055.90394,361.41983
1463,1055.855556,361.419
1463.5,1055.77122,361.41833
1464,1055.754168,361.41742
1464.5,1055.749548,361.41647
1465,1055.830566,361.41525
1465.5,1055.85438,361.4142
1466,1055.892915,361.41315
1466.5,1055.93397,361.41208
1467,1055.93985,361.4111
1467.5,1055.88567,361.4103
1468,1055.890668,361.40936
1468.5,1055.921055,361.4083
1469,1055.922525,361.40732
1469.5,1055.829726,361.40662
1470,1055.854842,361.4056
1470.5,1055.806857,361.40482
1471,1055.807487,361.40387
1471.5,1055.775903,361.403
1472,1055.81301,361.40192
1472.5,1055.75232,361.40115
1473,1055.750976,361.4002
1473.5,1055.77353,361.3992
1474,1055.787936,361.3982
1474.5,1055.837223,361.39706
1475,1055.90604,361.39587
