Time,Idc_bat_Discharge,Vdc_bat_Discharge
2059,1055.064927,360.2601
2059.5,1055.08158,360.25903
2060,1054.9812,360.25833
2060.5,1054.951296,360.25742
2061,1054.91358,360.25653
2061.5,1054.841256,360.25574
2062,1054.791843,360.25488
2062.5,1054.744425,360.25403
2063,1054.794783,360.25287
2063.5,1054.821768,360.25177
2064,1054.85877,360.25064
2064.5,1054.882395,360.24957
2065,1054.88418,360.24854
2065.5,1054.896234,360.24747
2066,1054.866183,360.24655
2066.5,1054.939242,360.24533
2067,1054.956924,360.24426
2067.5,1054.926747,360.24335
2068,1054.952388,360.24225
2068.5,1054.99674,360.2411
2069,1054.984812,360.2401
2069.5,1054.99758,360.23907
2070,1054.977756,360.23813
2070.5,1054.974753,360.23712
2071,1054.995312,360.23602
2071.5,1055.052348,360.23483
2072,1055.035947,360.2339
2072.5,1055.033385,360.23288
2073,1055.018454,360.2319
2073.5,1055.008836,360.23093
2074,1054.99653,360.22995
2074.5,1054.993968,360.22894
2075,1054.993275,360.22794
2075.5,1055.010516,360.22687
2076,1055.010642,360.22586
2076.5,1054.922904,360.22513
2077,1054.915533,360.22412
2077.5,1054.910976,360.2231
2078,1054.876242,360.2222
2078.5,1054.877397,360.2212
2079,1054.87809,360.22018
2079.5,1054.908414,360.2191
2080,1054.8762,360.21817
2080.5,1054.874394,360.21716
2081,1054.85898,360.2162
2081.5,1054.857972,360.21518
2082,1054.85982,360.21414
2082.5,1054.908414,360.21298
2083,1054.8909,360.21204
2083.5,1054.89993,360.211
2084,1054.906104,360.20996
2084.5,1054.892643,360.209
2085,1054.937184,360.20786
2085.5,1054.918032,360.2069
2086,1054.91568,360.20587
2086.5,1054.93479,360.2048
2087,1055.214426,360.20282
2087.5,1055.49087,360.20084
2088,1055.917716,360.19836
2088.5,1056.489504,360.19537
2089,1056.489252,360.19437
2089.5,1056.214194,360.19427
2090,1056.971895,360.19064
2090.5,1057.068075,360.1893
2091,1057.307706,360.18747
2091.5,1057.674093,360.1852
2092,1057.651665,360.18427
2092.5,1057.61859,360.18335
2093,1057.61628,360.18234
2093.5,1057.609812,360.18134
2094,1057.657104,360.18018
2094.5,1057.611534,360.1793
2095,1057.62657,360.17822
2095.5,1057.642677,360.1772
2096,1057.64295,360.17618
2096.5,1057.63833,360.17517
2097,1057.66752,360.17407
2097.5,1057.654542,360.17307
2098,1057.62657,360.17212
2098.5,1057.656978,360.17105
2099,1057.67676,360.16998
2099.5,1057.729386,360.1688
2100,1057.731885,360.1678
2100.5,1057.724262,360.16678
2101,1057.711956,360.1658
2101.5,1057.731822,360.16492
2102,1057.6377,360.16418
2102.5,1057.602126,360.16327
2103,1057.547904,360.1624
2103.5,1057.560714,360.16135
2104,1057.58982,360.16025
2104.5,1057.600194,360.1592
2105,1057.671132,360.15796
2105.5,1057.701078,360.15683
2106,1057.752906,360.15567
2106.5,1057.71309,360.15475
2107,1057.718172,360.15372
2107.5,1057.786947,360.1525
2108,1057.729785,360.15164
2108.5,1057.686126,360.15076
2109,1057.627242,360.14993
2109.5,1057.61565,360.14896
2110,1057.56987,360.14807
2110.5,1057.614285,360.1469
2111,1057.593852,360.14597
2111.5,1057.580643,360.14502
2112,1057.56462,360.14404
2112.5,1057.524888,360.14313
2113,1057.519827,360.14212
2113.5,1057.47684,360.14124
2114,1057.427154,360.14038
2114.5,1057.415877,360.13937
2115,1057.45836,360.13824
2115.5,1057.502523,360.1371
2116,1057.501893,360.13608
2116.5,1057.46991,360.13513
2117,1057.526694,360.13394
2117.5,1057.536627,360.13287
2118,1057.524636,360.1319
2118.5,1057.51674,360.1309
2119,1057.491687,360.12994
2119.5,1057.543725,360.12878
2120,1057.534884,360.12778
2120.5,1057.529067,360.12677
2121,1057.51968,360.1258
2121.5,1057.519953,360.12476
2122,1057.574175,360.12354
2122.5,1057.67298,360.12222
2123,1057.6923,360.12112
2123.5,1057.66269,360.1202
2124,1057.596792,360.1194
2124.5,1057.6209,360.1183
2125,1057.658637,360.11716
2125.5,1057.685433,360.11603
2126,1057.683963,360.11502
2126.5,1057.661535,360.11407
2127,1057.61586,360.11322
2127.5,1057.65303,360.11206
2128,1057.67319,360.11096
2128.5,1057.650888,360.11002
2129,1057.603785,360.10913
2129.5,1057.567707,360.10822
2130,1057.57218,360.10718
2130.5,1057.5936,360.1061
2131,1057.538034,360.10526
2131.5,1057.553868,360.1042
2132,1057.552062,360.10318
2132.5,1057.536228,360.1022
2133,1057.54614,360.10114
2133.5,1057.544187,360.10013
2134,1057.47012,360.09933
2134.5,1057.45983,360.09833
2135,1057.483812,360.09723
2135.5,1057.485282,360.0962
2136,1057.428057,360.09534
2136.5,1057.374612,360.09448
2137,1057.356216,360.0935
2137.5,1057.442358,360.0922
2138,1057.428498,360.09125
2138.5,1057.38969,360.09033
2139,1057.36575,360.0894
2139.5,1057.342692,360.0884
2140,1057.337694,360.08737
2140.5,1057.34202,360.08633
2141,1057.3626,360.08524
2141.5,1057.344624,360.08426
2142,1057.440048,360.08295
2142.5,1057.481313,360.0818
2143,1057.460796,360.08084
2143.5,1057.479843,360.07974
2144,1057.507584,360.07864
2144.5,1057.511112,360.0776
2145,1057.589106,360.07632
2145.5,1057.500738,360.07556
2146,1057.508865,360.07452
2146.5,1057.519134,360.07346
2147,1057.521108,360.07242
2147.5,1057.512267,360.07144
2148,1057.509894,360.0704
2148.5,1057.485534,360.06946
2149,1057.560147,360.0682
2149.5,1057.609434,360.06702
2150,1057.63245,360.06595
2150.5,1057.617624,360.06494
2151,1057.630056,360.06387
2151.5,1057.659036,360.06277
2152,1057.657608,360.06177
2152.5,1057.612815,360.06088
2153,1057.60494,360.05988
2153.5,1057.564116,360.05896
2154,1057.6209,360.05777
2154.5,1057.611156,360.05676
2155,1057.588854,360.0558
2155.5,1057.58793,360.05478
2156,1057.573146,360.0538
2156.5,1057.540722,360.05286
2157,1057.574616,360.05173
2157.5,1057.58856,360.05087
2158,1057.618968,360.04974
2158.5,1057.616595,360.0487
2159,1057.654605,360.04758
2159.5,1057.597443,360.0467
2160,1057.59171,360.0457
2160.5,1057.581357,360.0447
2161,1057.62048,360.04355
2161.5,1057.563402,360.0427
2162,1057.527576,360.04178
2162.5,1057.57008,360.04062
2163,1057.600446,360.0395
2163.5,1057.614432,360.03842
2164,1057.58646,360.03748
2164.5,1057.584885,360.03647
2165,1057.556808,360.03552
2165.5,1057.561428,360.03445
2166,1057.50456,360.0336
2166.5,1057.461636,360.03268
2167,1057.439523,360.0317
2167.5,1057.43568,360.0307
2168,1057.39053,360.02982
2168.5,1057.429653,360.0287
2169,1057.385952,360.0278
2169.5,1057.399854,360.0267
2170,1057.436205,360.02554
2170.5,1057.453236,360.02444
2171,1057.452732,360.0234
2171.5,1057.406658,360.02252
2172,1057.413,360.02148
2172.5,1057.425558,360.0204
2173,1057.394982,360.01947
2173.5,1057.408065,360.0184
2174,1057.40964,360.01736
2174.5,1057.414092,360.01633
2175,1057.455294,360.01517
2175.5,1057.520205,360.01392
2176,1057.559118,360.01276
2176.5,1057.55811,360.01172
2177,1057.540008,360.01074
2177.5,1057.52199,360.00977
2178,1057.582764,360.00854
2178.5,1057.610127,360.00742
2179,1057.614495,360.00638
2179.5,1057.612437,360.00534
2180,1057.61019,360.00433
2180.5,1057.60788,360.0033
2181,1057.593537,360.00232
2181.5,1057.570836,360.00137
2182,1057.57743,360.0003
2182.5,1057.598283,359.9992
2183,1057.551096,359.99832
2183.5,1057.54719,359.9973
2184,1057.52703,359.9963
2184.5,1057.504266,359.99536
2185,1057.50561,359.99435
2185.5,1057.473753,359.9934
2186,1057.46004,359.99243
2186.5,1057.42077,359.99152
2187,1057.418124,359.99048
2187.5,1057.4214,359.98944
2188,1057.38843,359.9885
2188.5,1057.384923,359.98746
2189,1057.365246,359.98648
2189.5,1057.32291,359.98557
2190,1057.283472,359.98465
2190.5,1057.269192,359.98364
2191,1057.242648,359.9827
2191.5,1057.24206,359.98166
2192,1057.264698,359.98056
2192.5,1057.29393,359.9794
2193,1057.29645,359.97836
2193.5,1057.24458,359.97748
2194,1057.26327,359.97635
2194.5,1057.264572,359.9753
2195,1057.246953,359.97433
2195.5,1057.303674,359.9731
2196,1057.31997,359.97202
2196.5,1057.286097,359.9711
2197,1057.256697,359.97015
2197.5,1057.251888,359.96912
2198,1057.31556,359.9679
2198.5,1057.3647,359.96667
2199,1057.346346,359.9657
2199.5,1057.393386,359.9645
2200,1057.371588,359.96353
2200.5,1057.43274,359.9623
2201,1057.457415,359.96118
2201.5,1057.383453,359.9604
2202,1057.458234,359.95914
2202.5,1057.437927,359.95816
2203,1057.492338,359.95697
2203.5,1057.470162,359.956
2204,1057.49721,359.95486
2204.5,1057.556808,359.95364
2205,1057.567455,359.95258
2205.5,1057.56546,359.95154
2206,1057.563213,359.95053
2206.5,1057.565838,359.94946
2207,1057.610253,359.9483
2207.5,1057.539378,359.94745
2208,1057.481187,359.9466
2208.5,1057.489188,359.94553
2209,1057.528227,359.94437
2209.5,1057.53921,359.9433
2210,1057.484316,359.94244
2210.5,1057.505547,359.9413
2211,1057.534695,359.9402
2211.5,1057.614285,359.9389
2212,1057.56294,359.93802
2212.5,1057.522914,359.9371
2213,1057.50582,359.9361
2213.5,1057.50057,359.9353
2214,1057.450674,359.9344
2214.5,1057.47138,359.9333
2215,1057.521045,359.9321
2215.5,1057.508865,359.9311
2216,1057.505547,359.93005
2216.5,1057.43379,359.92923
2217,1057.45059,359.92813
2217.5,1057.485534,359.92697
2218,1057.512456,359.92584
2218.5,1057.515207,359.9248
2219,1057.50666,359.92377
2219.5,1057.4529,359.9229
2220,1057.42434,359.92194
2220.5,1057.442862,359.9208
2221,1057.368522,359.92
2221.5,1057.393575,359.9189
2222,1057.395696,359.91788
2222.5,1057.417158,359.91675
2223,1057.439334,359.91562
2223.5,1057.41468,359.91464
2224,1057.4256,359.91354
2224.5,1057.406532,359.91257
2225,1057.404474,359.91153
2225.5,1057.39536,359.91052
2226,1057.309302,359.90973
2226.5,1057.30464,359.90872
2227,1057.35105,359.90753
2227.5,1057.33719,359.9065
2228,1057.326732,359.9055
2228.5,1057.354032,359.90436
2229,1057.378014,359.90326
2229.5,1057.399224,359.90216
2230,1057.43358,359.901
2230.5,1057.439145,359.89993
2231,1057.472913,359.8988
2231.5,1057.526232,359.89758
2232,1057.48398,359.8967
2232.5,1057.45983,359.8957
2233,1057.46781,359.89462
2233.5,1057.459137,359.89362
2234,1057.48923,359.8925
2234.5,1057.489398,359.89142
2235,1057.551432,359.89017
2235.5,1057.569828,359.88907
2236,1057.567518,359.88803
2236.5,1057.51002,359.88718
2237,1057.475538,359.88626
2237.5,1057.45206,359.88528
2238,1057.446894,359.88425
2238.5,1057.44912,359.8832
2239,1057.452354,359.88217
2239.5,1057.415814,359.88123
2240,1057.410123,359.8802
2240.5,1057.384608,359.8792
2241,1057.379484,359.87817
2241.5,1057.283997,359.8774
2242,1057.24626,359.87646
2242.5,1057.164276,359.87567
2243,1057.15386,359.87463
2243.5,1057.13685,359.87366
2244,1057.16835,359.8725
2244.5,1057.15638,359.8715
2245,1057.118832,359.87054
2245.5,1057.12047,359.86948
2246,1057.13412,359.86838
2246.5,1057.142352,359.8673
2247,1057.208502,359.86603
2247.5,1057.23597,359.8649
2248,1057.202475,359.86395
2248.5,1057.202223,359.86288
2249,1057.2072,359.86185
2249.5,1057.195797,359.8608
2250,1057.151844,359.8599
2250.5,1057.18431,359.85873
2251,1057.209594,359.85764
2251.5,1057.18326,359.85663
2252,1057.213248,359.8555
2252.5,1057.181832,359.85455
2253,1057.172088,359.85352
2253.5,1057.14945,359.85254
2254,1057.19775,359.85135
2254.5,1057.309113,359.84995
2255,1057.278537,359.849
2255.5,1057.272384,359.84796
2256,1057.341348,359.8467
2256.5,1057.34895,359.84564
2257,1057.395507,359.84445
2257.5,1057.433118,359.8433
2258,1057.461762,359.84213
2258.5,1057.43778,359.8412
2259,1057.433307,359.84015
2259.5,1057.47306,359.83896
2260,1057.45815,359.83795
2260.5,1057.406532,359.83707
2261,1057.405566,359.836
2261.5,1057.434336,359.83487
2262,1057.436583,359.8338
2262.5,1057.49196,359.8326
2263,1057.439334,359.8317
2263.5,1057.53522,359.83035
2264,1057.55307,359.82922
2264.5,1057.523355,359.82825
2265,1057.492968,359.82727
2265.5,1057.43274,359.82642
2266,1057.36743,359.82556
2266.5,1057.380303,359.82443
2267,1057.376985,359.8234
2267.5,1057.383327,359.82233
2268,1057.39872,359.82123
2268.5,1057.448175,359.82004
2269,1057.41216,359.8193
2269.5,1057.419657,359.8182
2270,1057.47075,359.81702
2270.5,1057.42539,359.8161
2271,1057.389543,359.81512
2271.5,1057.401198,359.81403
2272,1057.402164,359.813
2272.5,1057.38717,359.81198
2273,1057.39704,359.81088
2273.5,1057.34685,359.80994
2274,1057.34643,359.8089
2274.5,1057.359807,359.80783
2275,1057.357812,359.8068
2275.5,1057.4403,359.80545
2276,1057.437864,359.80438
2276.5,1057.412097,359.80344
2277,1057.346997,359.80258
2277.5,1057.350504,359.80148
2278,1057.328412,359.8005
2278.5,1057.422807,359.79916
2279,1057.403256,359.79816
2279.5,1057.353066,359.79724
2280,1057.34601,359.7962
2280.5,1057.338408,359.79514
2281,1057.316295,359.79416
2281.5,1057.370706,359.7929
2282,1057.333725,359.792
2282.5,1057.3017,359.79102
2283,1057.313334,359.78995
2283.5,1057.315707,359.7889
2284,1057.33803,359.78778
2284.5,1057.41174,359.7865
2285,1057.40376,359.78546
2285.5,1057.37646,359.7845
2286,1057.383642,359.78342
2286.5,1057.320705,359.78256
2287,1057.349937,359.78143
2287.5,1057.37667,359.78027
2288,1057.357182,359.77927
2288.5,1057.383138,359.7781
2289,1057.423185,359.77692
2289.5,1057.495467,359.77563
2290,1057.504455,359.77454
2290.5,1057.426062,359.7737
2291,1057.379925,359.77283
2291.5,1057.382172,359.77176
2292,1057.35756,359.77078
2292.5,1057.364364,359.7697
2293,1057.3521,359.76868
2293.5,1057.362243,359.76758
2294,1057.311423,359.76666
2294.5,1057.30905,359.7656
2295,1057.230804,359.76477
2295.5,1057.141197,359.76398
2296,1057.135758,359.7629
2296.5,1057.06377,359.7621
2297,1057.02597,359.76114
2297.5,1057.05327,359.75998
2298,1057.040838,359.75897
2298.5,1057.049826,359.75784
2299,1057.018998,359.7569
2299.5,1057.0098,359.75586
2300,1057.055265,359.75464
2300.5,1057.082565,359.75348
2301,1057.127673,359.7523
2301.5,1057.12026,359.75122
2302,1057.14945,359.75006
2302.5,1057.139097,359.74902
2303,1057.143192,359.74796
2303.5,1057.084938,359.74707
2304,1057.07805,359.74603
2304.5,1057.094493,359.7449
2305,1057.09359,359.74384
2305.5,1057.105182,359.74274
2306,1057.128513,359.74158
2306.5,1057.12824,359.74054
2307,1057.141848,359.73944
2307.5,1057.180362,359.73825
2308,1057.08162,359.7375
2308.5,1057.03059,359.73657
2309,1057.068852,359.7354
2309.5,1057.073598,359.73434
2310,1057.148253,359.73303
2310.5,1057.204974,359.7318
2311,1057.257642,359.7306
2311.5,1057.314552,359.72934
2312,1057.38108,359.72806
2312.5,1057.387296,359.727
2313,1057.33698,359.72607
2313.5,1057.309176,359.72507
2314,1057.299894,359.72403
2314.5,1057.286244,359.72302
2315,1057.35231,359.72174
2315.5,1057.339164,359.7207
2316,1057.345905,359.71964
2316.5,1057.401534,359.71835
2317,1057.429086,359.7172
2317.5,1057.438242,359.7161
2318,1057.451325,359.71497
2318.5,1057.401534,359.71405
2319,1057.35441,359.71313
2319.5,1057.288407,359.71225
2320,1057.28238,359.7112
2320.5,1057.279944,359.71014
2321,1057.286937,359.70905
2321.5,1057.353843,359.70776
2322,1057.321923,359.7068
2322.5,1057.345905,359.70566
2323,1057.426398,359.70438
2323.5,1057.390698,359.7034
2324,1057.359933,359.70242
2324.5,1057.340697,359.70163
2325,1057.274883,359.70074
2325.5,1057.307055,359.6996
2326,1057.29561,359.69855
2326.5,1057.312326,359.69742
2327,1057.28154,359.69647
2327.5,1057.27797,359.6954
2328,1057.32963,359.69418
2328.5,1057.355502,359.693
2329,1057.387233,359.69183
2329.5,1057.38864,359.69073
2330,1057.324422,359.68988
2330.5,1057.310583,359.68884
2331,1057.31451,359.68777
2331.5,1057.334355,359.6866
2332,1057.302393,359.68567
2332.5,1057.294434,359.6846
2333,1057.372365,359.68332
2333.5,1057.397355,359.68213
2334,1057.352814,359.68118
2334.5,1057.335258,359.68018
2335,1057.29393,359.67923
2335.5,1057.33215,359.678
2336,1057.33908,359.67694
2336.5,1057.392483,359.6757
2337,1057.38003,359.67465
2337.5,1057.360647,359.67365
2338,1057.337883,359.67267
2338.5,1057.370244,359.6715
2339,1057.32375,359.6706
2339.5,1057.27986,359.66965
2340,1057.275345,359.66858
2340.5,1057.238364,359.6676
2341,1057.223937,359.66656
2341.5,1057.23765,359.66544
2342,1057.268415,359.66428
2342.5,1057.298214,359.66312
2343,1057.31976,359.66196
2343.5,1057.323603,359.66086
2344,1057.272846,359.65994
2344.5,1057.298865,359.6588
2345,1057.325766,359.65765
2345.5,1057.30695,359.65662
2346,1057.31304,359.65555
2346.5,1057.290843,359.65454
2347,1057.256823,359.65356
2347.5,1057.217847,359.6526
2348,1057.151403,359.6517
2348.5,1057.111335,359.65076
2349,1057.032186,359.64993
2349.5,1056.977397,359.64902
2350,1056.972987,359.64795
2350.5,1056.953562,359.6469
2351,1056.976053,359.64578
2351.5,1057.010346,359.6446
2352,1057.016877,359.6435
2352.5,1056.980862,359.64252
2353,1056.996885,359.6414
2353.5,1056.980547,359.64032
2354,1056.976494,359.63928
2354.5,1056.9888,359.63818
2355,1057.057512,359.63687
2355.5,1057.068264,359.63577
2356,1057.041426,359.63477
2356.5,1057.006104,359.6338
2357,1056.987078,359.63278
2357.5,1057.054047,359.63147
2358,1057.024626,359.63046
2358.5,1057.02009,359.62943
2359,1057.00266,359.6284
2359.5,1056.989577,359.62732
2360,1057.057512,359.62604
2360.5,1057.0455,359.625
2361,1057.061985,359.6239
2361.5,1057.00308,359.623
2362,1057.064232,359.62173
2362.5,1057.051422,359.62073
2363,1057.053984,359.61963
2363.5,1056.99426,359.61874
2364,1057.025403,359.61755
2364.5,1057.075572,359.6163
2365,1057.106925,359.6151
2365.5,1057.12719,359.61395
2366,1057.11249,359.6129
2366.5,1057.11732,359.6118
2367,1057.157346,359.6106
2367.5,1057.190673,359.6094
2368,1057.275786,359.60806
2368.5,1057.233555,359.60712
2369,1057.266357,359.60593
2369.5,1057.313397,359.60468
2370,1057.317954,359.60358
2370.5,1057.289436,359.60257
2371,1057.317828,359.60138
2371.5,1057.275534,359.60043
2372,1057.182147,359.5996
2372.5,1057.110516,359.59875
2373,1057.15449,359.59753
2373.5,1057.171584,359.59637
2374,1057.175238,359.59528
2374.5,1057.268163,359.5939
2375,1057.299894,359.5927
2375.5,1057.274694,359.59174
2376,1057.316988,359.5905
2376.5,1057.342503,359.58936
2377,1057.359093,359.58823
2377.5,1057.321482,359.58728
2378,1057.230867,359.58646
2378.5,1057.224714,359.5854
2379,1057.22694,359.5843
2379.5,1057.24206,359.58316
2380,1057.236558,359.58234
2380.5,1057.23891,359.58124
2381,1057.270914,359.58005
2381.5,1057.266882,359.57898
2382,1057.26453,359.5779
2382.5,1057.234458,359.5769
2383,1057.20846,359.5759
2383.5,1057.201446,359.57483
2384,1057.1778,359.5738
2384.5,1057.226247,359.57254
2385,1057.293342,359.57126
2385.5,1057.295463,359.57016
2386,1057.307454,359.56903
2386.5,1057.29351,359.56796
2387,1057.291242,359.56686
2387.5,1057.31115,359.56573
2388,1057.300587,359.5647
2388.5,1057.280595,359.56366
2389,1057.300587,359.5625
2389.5,1057.329042,359.5613
2390,1057.361214,359.56012
2390.5,1057.35777,359.55902
2391,1057.378518,359.55786
2391.5,1057.391538,359.55673
2392,1057.37394,359.5557
2392.5,1057.331037,359.55475
2393,1057.289877,359.5538
2393.5,1057.273098,359.55276
2394,1057.257453,359.55173
2394.5,1057.202412,359.5508
2395,1057.197855,359.5497
2395.5,1057.19523,359.54865
2396,1057.186515,359.54755
2396.5,1057.179333,359.54648
2397,1057.199514,359.54532
2397.5,1057.220682,359.5442
2398,1057.18515,359.5432
2398.5,1057.151403,359.5422
2399,1057.148505,359.54114
2399.5,1057.167552,359.53998
2400,1057.111587,359.53906
2400.5,1057.103775,359.53802
2401,1057.051296,359.53708
2401.5,1057.035462,359.53604
2402,1056.98985,359.5351
2402.5,1056.9363,359.53415
2403,1056.898374,359.53317
2403.5,1056.848835,359.5322
2404,1056.86049,359.5311
2404.5,1056.891402,359.5299
2405,1056.917085,359.52872
2405.5,1056.915552,359.52762
2406,1056.942474,359.52646
2406.5,1056.94806,359.52533
2407,1056.985923,359.5241
2407.5,1056.935166,359.5232
2408,1056.940164,359.52206
2408.5,1056.940353,359.52097
2409,1056.96108,359.51984
2409.5,1056.985335,359.51865
2410,1056.942852,359.51767
2410.5,1056.97998,359.51648
2411,1056.895497,359.51562
2411.5,1056.926703,359.51443
2412,1056.93273,359.51334
2412.5,1056.983865,359.5121
2413,1057.003605,359.51093
2413.5,1056.9804,359.5099
2414,1056.894846,359.50906
2414.5,1056.878382,359.508
2415,1056.86007,359.50696
2415.5,1056.873006,359.50583
2416,1056.912486,359.50464
2416.5,1056.934515,359.50345
2417,1056.983613,359.5022
2417.5,1057.019124,359.501
2418,1057.06524,359.49976
2418.5,1057.04361,359.49872
2419,1057.026033,359.49765
2419.5,1056.941445,359.4968
2420,1056.93399,359.4957
2420.5,1056.950286,359.49457
2421,1056.987918,359.49335
2421.5,1057.014126,359.49216
2422,1057.07784,359.49084
2422.5,1057.11858,359.4896
2423,1057.177863,359.4883
2423.5,1057.225617,359.48706
2424,1057.20006,359.48602
2424.5,1057.152558,359.48508
2425,1057.071162,359.48422
2425.5,1057.046928,359.4832
2426,1057.031682,359.48212
2426.5,1056.992916,359.48114
2427,1056.972084,359.4801
2427.5,1057.053144,359.47876
2428,1057.09674,359.4775
2428.5,1057.156653,359.47623
2429,1057.183365,359.47507
2429.5,1057.18998,359.47394
2430,1057.212597,359.47275
2430.5,1057.19355,359.4717
2431,1057.190232,359.4706
2431.5,1057.226184,359.46942
2432,1057.272573,359.46817
2432.5,1057.26894,359.4671
2433,1057.259826,359.46603
2433.5,1057.252644,359.46497
2434,1057.260792,359.46384
2434.5,1057.23702,359.4628
2435,1057.21392,359.46176
2435.5,1057.16835,359.46082
2436,1057.142478,359.46
2436.5,1057.10934,359.45898
2437,1057.111146,359.4579
2437.5,1057.083972,359.45688
2438,1057.13097,359.45563
2438.5,1057.130445,359.4545
2439,1057.147938,359.4533
2439.5,1057.133448,359.45224
2440,1057.173432,359.451
2440.5,1057.19439,359.4498
2441,1057.264698,359.4485
2441.5,1057.264635,359.4474
2442,1057.30191,359.44614
2442.5,1057.33593,359.44492
2443,1057.32627,359.44382
2443.5,1057.355187,359.44263
2444,1057.352184,359.44153
2444.5,1057.363587,359.4404
2445,1057.309953,359.43945
2445.5,1057.305396,359.43835
2446,1057.32585,359.43716
2446.5,1057.330974,359.43604
2447,1057.286307,359.43506
2447.5,1057.24836,359.43408
2448,1057.225407,359.43304
2448.5,1057.16772,359.43213
2449,1057.18242,359.431
2449.5,1057.210287,359.42978
2450,1057.181958,359.42877
2450.5,1057.177863,359.42767
2451,1057.17906,359.42654
2451.5,1057.10976,359.42566
2452,1057.081284,359.42462
2452.5,1057.038675,359.42365
2453,1057.010787,359.42264
2453.5,1056.989052,359.4216
2454,1056.968493,359.42053
2454.5,1056.867882,359.41974
2455,1056.831867,359.41876
2455.5,1056.803853,359.41776
2456,1056.82332,359.41656
2456.5,1056.791484,359.41556
2457,1056.73743,359.4146
2457.5,1056.771366,359.4134
2458,1056.799233,359.41217
2458.5,1056.82563,359.41098
2459,1056.85692,359.40976
2459.5,1056.874665,359.4086
2460,1056.88212,359.40747
2460.5,1056.896274,359.40634
2461,1056.894342,359.40524
2461.5,1056.885312,359.40414
2462,1056.853203,359.40314
2462.5,1056.83004,359.40207
2463,1056.900243,359.40076
2463.5,1056.92643,359.39954
2464,1056.89913,359.3985
2464.5,1056.878382,359.39743
2465,1056.9195,359.39618
2465.5,1056.90501,359.3951
2466,1056.901587,359.394
2466.5,1056.907992,359.39285
2467,1056.865257,359.39188
2467.5,1056.84663,359.39084
2468,1056.787893,359.3899
2468.5,1056.78195,359.3888
2469,1056.78426,359.3877
2469.5,1056.80904,359.38647
2470,1056.824685,359.3853
2470.5,1056.8229,359.38422
2471,1056.8229,359.3831
2471.5,1056.850452,359.38187
2472,1056.921894,359.38052
2472.5,1056.887034,359.37952
2473,1056.890058,359.3784
2473.5,1056.933507,359.37714
2474,1056.937476,359.376
2474.5,1056.966435,359.3748
2475,1056.971958,359.37363
2475.5,1056.956187,359.37256
2476,1056.952218,359.37143
2476.5,1056.952533,359.3703
2477,1056.945813,359.3692
2477.5,1056.880944,359.3683
2478,1056.87603,359.36716
2478.5,1056.914922,359.36594
2479,1056.91698,359.3648
2479.5,1056.9636,359.36353
2480,1056.964188,359.3624
2480.5,1056.945477,359.36136
2481,1056.90564,359.36035
2481.5,1056.93147,359.35916
2482,1057.039893,359.3577
2482.5,1057.066416,359.3565
2483,1057.046172,359.35544
2483.5,1057.014063,359.35443
2484,1057.023534,359.35327
2484.5,1057.05138,359.35208
2485,1057.05663,359.35095
2485.5,1057.080843,359.34976
2486,1057.097622,359.3486
2486.5,1057.207725,359.34714
2487,1057.258923,359.34586
2487.5,1057.26012,359.34476
2488,1057.260792,359.34363
2488.5,1057.256823,359.3425
2489,1057.2009,359.34155
2489.5,1057.142352,359.3406
2490,1057.078848,359.3397
2490.5,1057.070007,359.3386
2491,1057.033215,359.3376
2491.5,1057.046928,359.33658
2492,1057.049952,359.33542
2492.5,1056.994197,359.33447
2493,1056.998355,359.33334
2493.5,1056.990858,359.3322
2494,1057.004256,359.33105
2494.5,1057.052262,359.32977
2495,1057.10619,359.32846
2495.5,1057.173495,359.32712
2496,1057.17066,359.326
2496.5,1057.29603,359.32446
2497,1057.307328,359.3233
2497.5,1057.320705,359.32214
2498,1057.32354,359.32098
2498.5,1057.33929,359.31982
2499,1057.384734,359.3185
2499.5,1057.358526,359.31747
2500,1057.288155,359.31656
2500.5,1057.248612,359.31555
2501,1057.21098,359.31454
2501.5,1057.20174,359.31345
2502,1057.177422,359.3124
2502.5,1057.128954,359.31143
2503,1057.148568,359.31027
2503.5,1057.151718,359.30914
2504,1057.119,359.3081
2504.5,1057.138572,359.30692
2505,1057.074102,359.306
2505.5,1057.035084,359.305
2506,1057.013475,359.30392
2506.5,1057.010598,359.3028
2507,1056.89514,359.30203
2507.5,1056.788334,359.3012
2508,1056.782958,359.3001
2508.5,1056.76179,359.299
2509,1056.737514,359.29797
2509.5,1056.655173,359.2971
2510,1056.68661,359.29587
2510.5,1056.617625,359.29495
2511,1056.610254,359.29388
2511.5,1056.6717,359.29254
2512,1056.732327,359.29123
2512.5,1056.729198,359.2901
2513,1056.725733,359.28897
2513.5,1056.75717,359.28775
2514,1056.761034,359.28662
2514.5,1056.762966,359.28546
2515,1056.760782,359.28433
2515.5,1056.75843,359.2832
2516,1056.73722,359.28214
2516.5,1056.819225,359.28073
2517,1056.83802,359.2795
2517.5,1056.83571,359.27838
2518,1056.83697,359.27722
2518.5,1056.859986,359.276
2519,1056.858957,359.27487
2519.5,1056.856668,359.27374
2520,1056.804042,359.27277
2520.5,1056.746103,359.2718
2521,1056.72021,359.27075
2521.5,1056.717144,359.26962
2522,1056.758934,359.26837
2522.5,1056.7914,359.26712
2523,1056.768027,359.26608
2523.5,1056.742575,359.265
2524,1056.70782,359.26398
2524.5,1056.704397,359.26285
2525,1056.685224,359.26175
