Time,Battery inverter.Idc_bat,Battery inverter.Vdc_bat
2262.5,-1233.5135,367.69675
2263,-1233.5168,367.69775
2263.5,-1233.499,367.6991
2264,-1233.4934,367.70004
2264.5,-1233.5121,367.7011
2265,-1233.4902,367.70197
2265.5,-1233.4786,367.70306
2266,-1233.4493,367.70425
2266.5,-1233.4673,367.705
2267,-1233.4865,367.70596
2267.5,-1233.4797,367.70697
2268,-1233.4669,367.708
2268.5,-1233.4366,367.70877
2269,-1233.4355,367.70972
2269.5,-1233.4492,367.7106
2270,-1233.4535,367.71155
2270.5,-1233.4551,367.71252
2271,-1233.4259,367.71347
2271.5,-1233.4427,367.71466
2272,-1233.4417,367.71564
2272.5,-1233.4084,367.7165
2273,-1233.4178,367.71747
2273.5,-1233.4243,367.71844
2274,-1233.4307,367.7194
2274.5,-1233.4075,367.72037
2275,-1233.4222,367.72137
2275.5,-1233.4248,367.7223
2276,-1233.3683,367.72324
2276.5,-1233.3517,367.72415
2277,-1233.3417,367.72516
2277.5,-1233.3514,367.72607
2278,-1233.3542,367.72705
2278.5,-1233.3601,367.72812
2279,-1233.3923,367.72916
2279.5,-1233.3853,367.7301
2280,-1233.3934,367.731
2280.5,-1233.4127,367.73212
2281,-1233.4032,367.73312
2281.5,-1233.3795,367.73398
2282,-1233.4093,367.73474
2282.5,-1233.4214,367.73566
2283,-1233.4323,367.7366
2283.5,-1233.4183,367.73746
2284,-1233.4344,367.73834
2284.5,-1233.4164,367.73926
2285,-1233.3683,367.7399
2285.5,-1233.3545,367.74078
2286,-1233.4143,367.74173
2286.5,-1233.3998,367.74252
2287,-1233.382,367.74326
2287.5,-1233.3491,367.7441
2288,-1233.3209,367.745
2288.5,-1233.3575,367.74597
2289,-1233.3878,367.74713
2289.5,-1233.3932,367.74814
2290,-1233.3878,367.74902
2290.5,-1233.3962,367.75006
2291,-1233.4111,367.75098
2291.5,-1233.4136,367.75195
2292,-1233.4019,367.75275
2292.5,-1233.3713,367.75366
2293,-1233.3562,367.75488
2293.5,-1233.3572,367.75586
2294,-1233.3829,367.75693
2294.5,-1233.4102,367.758
2295,-1233.4176,367.75903
2295.5,-1233.4238,367.76007
2296,-1233.4258,367.76102
2296.5,-1233.4291,367.7621
2297,-1233.4231,367.76315
2297.5,-1233.4507,367.7643
2298,-1233.4641,367.76535
2298.5,-1233.4652,367.7663
2299,-1233.4589,367.7673
2299.5,-1233.4596,367.76828
2300,-1233.4393,367.7691
2300.5,-1233.4382,367.77005
2301,-1233.4202,367.771
2301.5,-1233.4476,367.77216
2302,-1233.4974,367.77332
2302.5,-1233.5005,367.7743
2303,-1233.5276,367.77536
2303.5,-1233.5123,367.77625
2304,-1233.5035,367.7772
2304.5,-1233.5082,367.77823
2305,-1233.5114,367.77924
2305.5,-1233.5131,367.78018
2306,-1233.5039,367.78122
2306.5,-1233.4917,367.78226
2307,-1233.509,367.78326
2307.5,-1233.541,367.7844
2308,-1233.5264,367.78534
2308.5,-1233.5144,367.78613
2309,-1233.5269,367.78702
2309.5,-1233.5625,367.78824
2310,-1233.5736,367.78925
2310.5,-1233.6046,367.79068
2311,-1233.609,367.79153
2311.5,-1233.6046,367.79236
2312,-1233.5746,367.7929
2312.5,-1233.545,367.79364
2313,-1233.5587,367.79462
2313.5,-1233.5675,367.79538
2314,-1233.575,367.7961
2314.5,-1233.6046,367.79703
2315,-1233.6067,367.79788
2315.5,-1233.6172,367.79898
2316,-1233.621,367.8
2316.5,-1233.6139,367.80103
2317,-1233.609,367.8019
2317.5,-1233.6511,367.80298
2318,-1233.6459,367.804
2318.5,-1233.6074,367.8048
2319,-1233.5714,367.80615
2319.5,-1233.5817,367.80725
2320,-1233.5798,367.80804
2320.5,-1233.5701,367.80917
2321,-1233.5525,367.81024
2321.5,-1233.5284,367.81125
2322,-1233.5321,367.81232
2322.5,-1233.5522,367.81317
2323,-1233.56,367.8141
2323.5,-1233.5883,367.81525
2324,-1233.5879,367.81613
2324.5,-1233.5997,367.81723
2325,-1233.5559,367.81805
2325.5,-1233.5518,367.819
2326,-1233.5485,367.81998
2326.5,-1233.5396,367.82077
2327,-1233.542,367.8218
2327.5,-1233.5452,367.82278
2328,-1233.5459,367.82388
2328.5,-1233.5549,367.82498
2329,-1233.5192,367.82593
2329.5,-1233.5181,367.82687
2330,-1233.5073,367.8279
2330.5,-1233.5199,367.82883
2331,-1233.4788,367.8294
2331.5,-1233.4939,367.8306
2332,-1233.5082,367.83176
2332.5,-1233.4803,367.8325
2333,-1233.4675,367.83313
2333.5,-1233.4604,367.83408
2334,-1233.4573,367.83505
2334.5,-1233.4707,367.8359
2335,-1233.4996,367.8367
2335.5,-1233.4941,367.83755
2336,-1233.5244,367.8388
2336.5,-1233.4928,367.84003
2337,-1233.4806,367.8409
2337.5,-1233.4734,367.84183
2338,-1233.4897,367.84293
2338.5,-1233.4923,367.84393
2339,-1233.5227,367.84473
2339.5,-1233.4891,367.8453
2340,-1233.4998,367.84607
2340.5,-1233.5022,367.8469
2341,-1233.4768,367.84787
2341.5,-1233.5038,367.84885
2342,-1233.5038,367.84985
2342.5,-1233.4744,367.85077
2343,-1233.4874,367.8517
2343.5,-1233.4963,367.85272
2344,-1233.499,367.8537
2344.5,-1233.5187,367.85474
2345,-1233.5186,367.8556
2345.5,-1233.4949,367.8563
2346,-1233.4795,367.85724
2346.5,-1233.4921,367.85852
2347,-1233.4929,367.85977
2347.5,-1233.5065,367.8607
2348,-1233.5457,367.8618
2348.5,-1233.5629,367.86282
2349,-1233.5433,367.86377
2349.5,-1233.5474,367.86478
2350,-1233.5789,367.86588
2350.5,-1233.5977,367.86713
2351,-1233.5774,367.86804
2351.5,-1233.5675,367.86887
2352,-1233.5808,367.87
2352.5,-1233.5944,367.87103
2353,-1233.6062,367.87198
2353.5,-1233.5989,367.873
2354,-1233.5754,367.87387
2354.5,-1233.568,367.87482
2355,-1233.5789,367.8759
2355.5,-1233.5826,367.8769
2356,-1233.6342,367.87805
2356.5,-1233.6389,367.87903
2357,-1233.6506,367.8802
2357.5,-1233.6617,367.8813
2358,-1233.6566,367.88223
2358.5,-1233.6316,367.88318
2359,-1233.622,367.88422
2359.5,-1233.6265,367.88522
2360,-1233.6309,367.8861
2360.5,-1233.6183,367.88687
2361,-1233.6307,367.888
2361.5,-1233.6544,367.88925
2362,-1233.6517,367.89023
2362.5,-1233.6531,367.8912
2363,-1233.6547,367.89218
2363.5,-1233.6765,367.89322
2364,-1233.6804,367.89423
2364.5,-1233.7256,367.8954
2365,-1233.7557,367.89645
2365.5,-1233.7349,367.89713
2366,-1233.7405,367.89792
2366.5,-1233.7515,367.89877
2367,-1233.7555,367.89975
2367.5,-1233.7374,367.90063
2368,-1233.7296,367.90146
2368.5,-1233.783,367.9025
2369,-1233.8192,367.90347
2369.5,-1233.8186,367.90448
2370,-1233.789,367.90524
2370.5,-1233.7885,367.90622
2371,-1233.7808,367.9071
2371.5,-1233.7526,367.90802
2372,-1233.7179,367.9088
2372.5,-1233.7207,367.9096
2373,-1233.7008,367.91052
2373.5,-1233.7107,367.91174
2374,-1233.6871,367.91324
2374.5,-1233.6755,367.91403
2375,-1233.6744,367.915
2375.5,-1233.6554,367.91608
2376,-1233.6586,367.91727
2376.5,-1233.6605,367.91824
2377,-1233.6656,367.91922
2377.5,-1233.6678,367.92038
2378,-1233.6804,367.9215
2378.5,-1233.6829,367.9225
2379,-1233.6688,367.92325
2379.5,-1233.6556,367.92407
2380,-1233.635,367.92493
2380.5,-1233.6602,367.926
2381,-1233.6375,367.92706
2381.5,-1233.6312,367.92804
2382,-1233.6509,367.92908
2382.5,-1233.653,367.93005
2383,-1233.6597,367.93094
2383.5,-1233.6595,367.93192
2384,-1233.6602,367.93298
2384.5,-1233.6534,367.93402
2385,-1233.6473,367.93497
2385.5,-1233.651,367.9357
2386,-1233.6088,367.93655
2386.5,-1233.596,367.9375
2387,-1233.5929,367.9383
2387.5,-1233.604,367.93896
2388,-1233.5991,367.93982
2388.5,-1233.5934,367.9407
2389,-1233.5698,367.94168
2389.5,-1233.5809,367.94278
2390,-1233.5526,367.94373
2390.5,-1233.5791,367.9449
2391,-1233.6322,367.94604
2391.5,-1233.6617,367.94702
2392,-1233.6285,367.94785
2392.5,-1233.5986,367.9487
2393,-1233.595,367.94955
2393.5,-1233.5265,367.95032
2394,-1233.5525,367.95114
2394.5,-1233.566,367.95224
2395,-1233.5977,367.95328
2395.5,-1233.6135,367.95422
2396,-1233.6129,367.95508
2396.5,-1233.6123,367.95602
2397,-1233.5778,367.95685
2397.5,-1233.564,367.95776
2398,-1233.5934,367.9588
2398.5,-1233.59,367.95996
2399,-1233.5999,367.96106
2399.5,-1233.6055,367.96216
2400,-1233.6147,367.96326
2400.5,-1233.6549,367.9643
2401,-1233.6735,367.96515
2401.5,-1233.6483,367.966
2402,-1233.6602,367.9671
2402.5,-1233.6693,367.96826
2403,-1233.6914,367.9693
2403.5,-1233.7218,367.9705
2404,-1233.7373,367.97153
2404.5,-1233.7262,367.9726
2405,-1233.7161,367.97342
2405.5,-1233.717,367.97437
2406,-1233.7092,367.9754
2406.5,-1233.6943,367.97635
2407,-1233.7058,367.97736
2407.5,-1233.7211,367.97827
2408,-1233.7305,367.97928
2408.5,-1233.7312,367.9805
2409,-1233.7169,367.98135
2409.5,-1233.7303,367.98236
2410,-1233.754,367.9835
2410.5,-1233.7762,367.9846
2411,-1233.7736,367.98563
2411.5,-1233.7632,367.98666
2412,-1233.7644,367.98764
2412.5,-1233.7554,367.9887
2413,-1233.7281,367.98935
2413.5,-1233.7285,367.9905
2414,-1233.7585,367.9917
2414.5,-1233.7667,367.99277
2415,-1233.7751,367.99384
2415.5,-1233.7802,367.99484
2416,-1233.7819,367.99585
2416.5,-1233.7758,367.9967
2417,-1233.7855,367.9978
2417.5,-1233.8075,367.99887
2418,-1233.8223,367.9998
2418.5,-1233.8628,368.0011
2419,-1233.8644,368.00204
2419.5,-1233.8888,368.00284
2420,-1233.8817,368.0035
2420.5,-1233.8989,368.00446
2421,-1233.8933,368.0053
2421.5,-1233.9191,368.00647
2422,-1233.9551,368.0076
2422.5,-1233.9182,368.00842
2423,-1233.936,368.00943
2423.5,-1233.935,368.0105
2424,-1233.927,368.0113
2424.5,-1233.9421,368.01236
2425,-1233.9374,368.01324
2425.5,-1233.8572,368.01398
2426,-1233.8539,368.0147
2426.5,-1233.865,368.0154
2427,-1233.8768,368.0165
2427.5,-1233.8717,368.01736
2428,-1233.834,368.01828
2428.5,-1233.8192,368.01926
2429,-1233.8286,368.02036
2429.5,-1233.8037,368.0218
2430,-1233.7761,368.02298
2430.5,-1233.7703,368.02405
2431,-1233.7649,368.02505
2431.5,-1233.7664,368.02603
2432,-1233.7642,368.02704
2432.5,-1233.7537,368.02792
2433,-1233.7501,368.0289
2433.5,-1233.7147,368.02997
2434,-1233.7415,368.03125
2434.5,-1233.7101,368.032
2435,-1233.7222,368.03302
2435.5,-1233.7703,368.03415
2436,-1233.7568,368.0347
2436.5,-1233.769,368.0358
2437,-1233.7909,368.03683
2437.5,-1233.7931,368.0378
2438,-1233.8041,368.03894
2438.5,-1233.7965,368.03967
2439,-1233.7651,368.0405
2439.5,-1233.74,368.04138
2440,-1233.7316,368.04218
2440.5,-1233.7305,368.04294
2441,-1233.7245,368.04367
2441.5,-1233.7131,368.04446
2442,-1233.6986,368.04562
2442.5,-1233.6971,368.0466
2443,-1233.7021,368.04764
2443.5,-1233.6956,368.04883
2444,-1233.7373,368.0498
2444.5,-1233.7659,368.05087
2445,-1233.7247,368.05176
2445.5,-1233.7163,368.0526
2446,-1233.6704,368.05344
2446.5,-1233.6704,368.0546
2447,-1233.7158,368.05542
2447.5,-1233.7257,368.05615
2448,-1233.6571,368.0569
2448.5,-1233.6902,368.05807
2449,-1233.6881,368.059
2449.5,-1233.6882,368.05997
2450,-1233.6648,368.06085
2450.5,-1233.6697,368.06198
2451,-1233.6932,368.06302
2451.5,-1233.7046,368.064
2452,-1233.6835,368.06488
2452.5,-1233.716,368.066
2453,-1233.7211,368.06708
2453.5,-1233.7732,368.06836
2454,-1233.7487,368.06927
2454.5,-1233.737,368.07028
2455,-1233.7565,368.07144
2455.5,-1233.7814,368.07245
2456,-1233.8245,368.07364
2456.5,-1233.8467,368.07468
2457,-1233.8611,368.07578
2457.5,-1233.8695,368.07684
2458,-1233.8778,368.0779
2458.5,-1233.8422,368.0786
2459,-1233.8417,368.0796
2459.5,-1233.8503,368.08066
2460,-1233.8546,368.0817
2460.5,-1233.8563,368.08267
2461,-1233.8579,368.08368
2461.5,-1233.8544,368.08463
2462,-1233.8683,368.08557
2462.5,-1233.8826,368.08667
2463,-1233.8895,368.0878
2463.5,-1233.8698,368.08865
2464,-1233.861,368.08972
2464.5,-1233.8622,368.0907
2465,-1233.878,368.09174
2465.5,-1233.9147,368.09286
2466,-1233.8865,368.0937
2466.5,-1233.8906,368.0948
2467,-1233.8884,368.09592
2467.5,-1233.8789,368.09695
2468,-1233.8802,368.09793
2468.5,-1233.8818,368.0989
2469,-1233.8821,368.09988
2469.5,-1233.8916,368.10098
2470,-1233.909,368.10217
2470.5,-1233.9117,368.10318
2471,-1233.9169,368.10416
2471.5,-1233.9706,368.1053
2472,-1233.9843,368.10623
2472.5,-1233.9929,368.107
2473,-1234.0171,368.10825
2473.5,-1234.0198,368.10925
2474,-1234.0214,368.11026
2474.5,-1234.0464,368.11142
2475,-1234.069,368.11215
2475.5,-1234.0494,368.113
2476,-1234.0675,368.11398
2476.5,-1234.0662,368.11493
2477,-1234.0857,368.1162
2477.5,-1234.0813,368.11707
2478,-1234.0618,368.11798
2478.5,-1234.0349,368.11896
2479,-1234.0044,368.11984
2479.5,-1233.9988,368.1208
2480,-1234.0183,368.12143
2480.5,-1234.0122,368.1223
2481,-1233.9951,368.12314
2481.5,-1234.0212,368.12418
2482,-1234.0122,368.12524
2482.5,-1234.0015,368.12607
2483,-1233.9865,368.12708
2483.5,-1233.9866,368.12808
2484,-1233.9818,368.1291
2484.5,-1233.9386,368.13007
2485,-1233.8994,368.13144
2485.5,-1233.8971,368.13242
2486,-1233.8888,368.1335
2486.5,-1233.8522,368.13464
2487,-1233.837,368.13565
2487.5,-1233.8085,368.13647
2488,-1233.8019,368.1374
2488.5,-1233.811,368.1383
2489,-1233.8251,368.13925
2489.5,-1233.8864,368.14062
2490,-1233.8925,368.14175
2490.5,-1233.8912,368.1426
2491,-1233.8904,368.14352
2491.5,-1233.9152,368.14438
2492,-1233.9222,368.1454
2492.5,-1233.8455,368.14597
2493,-1233.8445,368.14676
2493.5,-1233.8743,368.14777
2494,-1233.8557,368.14856
2494.5,-1233.833,368.14932
2495,-1233.8434,368.15024
2495.5,-1233.8458,368.15125
2496,-1233.8596,368.15216
2496.5,-1233.8962,368.15344
2497,-1233.8854,368.1545
2497.5,-1233.8481,368.1553
2498,-1233.8444,368.15643
2498.5,-1233.8074,368.15726
2499,-1233.802,368.15817
2499.5,-1233.8109,368.15915
2500,-1233.8763,368.16034
2500.5,-1233.8733,368.16116
2501,-1233.8615,368.1622
2501.5,-1233.8206,368.16287
2502,-1233.7555,368.16345
2502.5,-1233.761,368.16446
2503,-1233.772,368.1655
2503.5,-1233.7784,368.16653
2504,-1233.7816,368.1677
2504.5,-1233.7958,368.16864
2505,-1233.7979,368.16962
2505.5,-1233.8176,368.17078
2506,-1233.8397,368.17188
2506.5,-1233.8423,368.1729
2507,-1233.8383,368.17383
2507.5,-1233.8617,368.17514
2508,-1233.8512,368.17615
2508.5,-1233.8599,368.17725
2509,-1233.8778,368.1783
2509.5,-1233.9673,368.17963
2510,-1233.9856,368.1807
2510.5,-1233.9807,368.18173
2511,-1233.9911,368.18268
2511.5,-1233.993,368.18365
2512,-1233.9569,368.18463
2512.5,-1233.9652,368.18564
2513,-1233.9575,368.1866
2513.5,-1233.9775,368.18768
2514,-1233.9933,368.18887
2514.5,-1234.0029,368.1899
2515,-1234.034,368.19095
2515.5,-1234.0532,368.19186
2516,-1234.0823,368.19296
2516.5,-1234.0634,368.19406
2517,-1234.0168,368.1949
2517.5,-1233.9788,368.19568
2518,-1233.9833,368.19647
2518.5,-1233.9823,368.19766
2519,-1234.0111,368.1988
2519.5,-1234.002,368.19986
2520,-1234.0264,368.20093
2520.5,-1234.0289,368.20193
2521,-1234.0306,368.20294
2521.5,-1234.0146,368.20386
2522,-1234.0171,368.20493
2522.5,-1234.0227,368.20596
2523,-1234.034,368.2071
2523.5,-1234.0255,368.20816
2524,-1234.04,368.20908
2524.5,-1234.0746,368.21014
2525,-1234.0917,368.21127
2525.5,-1234.1272,368.2123
2526,-1234.1465,368.21338
2526.5,-1234.1603,368.21442
2527,-1234.1718,368.21555
2527.5,-1234.183,368.21667
2528,-1234.1854,368.21768
2528.5,-1234.1425,368.21826
2529,-1234.161,368.2193
2529.5,-1234.1831,368.22055
2530,-1234.1859,368.22165
2530.5,-1234.2141,368.2227
2531,-1234.2202,368.2235
2531.5,-1234.2124,368.22433
2532,-1234.204,368.22522
2532.5,-1234.1619,368.22598
2533,-1234.1614,368.22696
2533.5,-1234.1604,368.22794
2534,-1234.1437,368.22894
2534.5,-1234.1672,368.22986
2535,-1234.1351,368.23065
2535.5,-1234.1232,368.23163
2536,-1234.1339,368.23273
2536.5,-1234.134,368.23373
2537,-1234.1172,368.23462
2537.5,-1234.1213,368.2356
2538,-1234.1216,368.2366
2538.5,-1234.1118,368.23764
2539,-1234.0692,368.23865
2539.5,-1234.0692,368.23965
2540,-1234.0548,368.24133
2540.5,-1233.9894,368.24213
2541,-1233.9542,368.24295
2541.5,-1233.9191,368.24368
2542,-1233.9506,368.2447
2542.5,-1233.9619,368.24582
2543,-1233.9658,368.24683
2543.5,-1233.9966,368.24783
2544,-1234.0234,368.2489
2544.5,-1234.0398,368.25006
2545,-1233.9932,368.25073
2545.5,-1233.9775,368.25162
2546,-1233.9655,368.25235
2546.5,-1233.9552,368.25314
2547,-1233.9221,368.25397
2547.5,-1233.9313,368.255
2548,-1233.9509,368.25604
2548.5,-1233.9833,368.2569
2549,-1234.0004,368.25784
2549.5,-1234.0027,368.25882
2550,-1233.9935,368.25977
2550.5,-1233.9938,368.26096
2551,-1233.9939,368.2619
2551.5,-1233.9849,368.26288
2552,-1233.959,368.26364
2552.5,-1233.9425,368.2646
2553,-1233.9846,368.26566
2553.5,-1233.9673,368.26654
2554,-1233.9524,368.26758
2554.5,-1233.9629,368.2687
2555,-1233.982,368.26974
2555.5,-1233.9705,368.27063
2556,-1233.9268,368.27118
2556.5,-1233.914,368.2722
2557,-1233.923,368.27322
2557.5,-1233.9303,368.2742
2558,-1233.9481,368.27533
2558.5,-1233.9426,368.27643
2559,-1233.9364,368.27756
2559.5,-1233.9398,368.27866
2560,-1233.9521,368.27963
2560.5,-1233.9645,368.28073
2561,-1233.9678,368.28174
2561.5,-1233.9695,368.28275
2562,-1233.9799,368.28378
2562.5,-1233.989,368.2848
2563,-1234.0469,368.28607
2563.5,-1234.0839,368.28723
2564,-1234.0865,368.28824
2564.5,-1234.0851,368.28943
2565,-1234.1099,368.29044
2565.5,-1234.1243,368.29123
2566,-1234.1094,368.29227
2566.5,-1234.1011,368.29333
2567,-1234.0962,368.29453
2567.5,-1234.0997,368.29556
2568,-1234.1406,368.29672
2568.5,-1234.1562,368.29785
2569,-1234.1482,368.29892
2569.5,-1234.1685,368.30005
2570,-1234.1768,368.30124
2570.5,-1234.1843,368.30194
2571,-1234.1897,368.30298
2571.5,-1234.1737,368.30396
2572,-1234.1515,368.3048
2572.5,-1234.1033,368.30563
2573,-1234.1251,368.30673
2573.5,-1234.1478,368.3078
2574,-1234.1559,368.30884
2574.5,-1234.1578,368.30984
2575,-1234.1482,368.3107
2575.5,-1234.1615,368.31186
2576,-1234.1422,368.31277
2576.5,-1234.1554,368.3137
2577,-1234.1909,368.3149
2577.5,-1234.1943,368.31595
2578,-1234.217,368.31683
2578.5,-1234.2228,368.3178
2579,-1234.2538,368.319
2579.5,-1234.2742,368.32
2580,-1234.2753,368.3212
2580.5,-1234.2837,368.3223
2581,-1234.2921,368.3234
2581.5,-1234.2908,368.3246
2582,-1234.313,368.32574
2582.5,-1234.3154,368.32687
2583,-1234.3038,368.32773
2583.5,-1234.2993,368.32864
2584,-1234.2936,368.32956
2584.5,-1234.295,368.33057
2585,-1234.285,368.3315
2585.5,-1234.3173,368.33246
2586,-1234.3483,368.33347
2586.5,-1234.3203,368.33423
2587,-1234.2911,368.33502
2587.5,-1234.2744,368.336
2588,-1234.2532,368.33698
2588.5,-1234.2642,368.33813
2589,-1234.2654,368.33914
2589.5,-1234.2656,368.34015
2590,-1234.2545,368.34122
2590.5,-1234.2803,368.3421
2591,-1234.2664,368.3429
2591.5,-1234.2445,368.344
2592,-1234.2611,368.3449
2592.5,-1234.234,368.34586
2593,-1234.2206,368.347
2593.5,-1234.205,368.34814
2594,-1234.1978,368.34915
2594.5,-1234.154,368.3497
2595,-1234.1661,368.35126
2595.5,-1234.1398,368.35226
2596,-1234.1295,368.35312
2596.5,-1234.1431,368.35403
2597,-1234.1466,368.35504
2597.5,-1234.1499,368.35593
2598,-1234.0911,368.3567
2598.5,-1234.1179,368.35767
2599,-1234.1152,368.35873
2599.5,-1234.1124,368.35962
2600,-1234.0798,368.36053
2600.5,-1234.0353,368.36136
2601,-1234.0367,368.36218
2601.5,-1234.0642,368.36316
2602,-1234.0872,368.36432
2602.5,-1234.0781,368.36517
2603,-1234.0634,368.36606
2603.5,-1234.0554,368.36707
2604,-1234.0779,368.36804
2604.5,-1234.0691,368.36893
2605,-1234.0673,368.3699
2605.5,-1234.0768,368.37112
2606,-1234.0857,368.3722
2606.5,-1234.1008,368.37314
2607,-1234.1188,368.37408
2607.5,-1234.1195,368.37512
2608,-1234.0894,368.3759
2608.5,-1234.0703,368.37668
2609,-1234.0748,368.37772
2609.5,-1234.0515,368.379
2610,-1234.0752,368.3798
2610.5,-1234.0835,368.38068
2611,-1234.0839,368.38168
2611.5,-1234.0634,368.38263
2612,-1234.0692,368.38373
2612.5,-1234.0906,368.385
2613,-1234.1031,368.38617
2613.5,-1234.1401,368.38742
2614,-1234.105,368.3883
2614.5,-1234.0819,368.38928
2615,-1234.1089,368.39044
2615.5,-1234.1237,368.39148
2616,-1234.1212,368.3925
2616.5,-1234.1407,368.39355
2617,-1234.1797,368.3947
2617.5,-1234.1792,368.3956
2618,-1234.1938,368.39673
2618.5,-1234.1802,368.39758
2619,-1234.1901,368.39865
2619.5,-1234.1941,368.39975
2620,-1234.2136,368.40085
2620.5,-1234.2316,368.4018
2621,-1234.2803,368.40317
2621.5,-1234.287,368.4045
2622,-1234.2844,368.40555
2622.5,-1234.2792,368.4066
2623,-1234.2692,368.40744
2623.5,-1234.2922,368.40872
2624,-1234.2812,368.40964
2624.5,-1234.2621,368.41068
2625,-1234.2678,368.41168
2625.5,-1234.2968,368.41287
2626,-1234.3079,368.41394
2626.5,-1234.322,368.4149
2627,-1234.2946,368.41574
2627.5,-1234.2605,368.41656
2628,-1234.2728,368.4176
2628.5,-1234.2892,368.41867
2629,-1234.2993,368.4196
2629.5,-1234.3271,368.42065
2630,-1234.3336,368.42166
2630.5,-1234.3167,368.42264
2631,-1234.342,368.42365
2631.5,-1234.3712,368.4247
2632,-1234.3795,368.42575
2632.5,-1234.3759,368.4267
2633,-1234.3726,368.4276
2633.5,-1234.3837,368.42856
2634,-1234.402,368.42978
2634.5,-1234.4008,368.43094
2635,-1234.3999,368.4322
2635.5,-1234.4032,368.43332
2636,-1234.4297,368.4346
2636.5,-1234.4227,368.4355
2637,-1234.4427,368.43674
2637.5,-1234.4387,368.43768
2638,-1234.4377,368.43866
2638.5,-1234.4276,368.4395
2639,-1234.429,368.44052
2639.5,-1234.4357,368.4415
2640,-1234.4017,368.44226
2640.5,-1234.3743,368.443
2641,-1234.386,368.444
2641.5,-1234.4146,368.4452
2642,-1234.4054,368.44617
2642.5,-1234.377,368.44724
2643,-1234.3861,368.44818
2643.5,-1234.3945,368.44916
2644,-1234.3751,368.4503
2644.5,-1234.3732,368.4513
2645,-1234.3748,368.45233
2645.5,-1234.3765,368.45334
2646,-1234.4058,368.4545
2646.5,-1234.3947,368.45554
2647,-1234.3558,368.45624
2647.5,-1234.363,368.45703
2648,-1234.3368,368.4579
2648.5,-1234.3225,368.4588
2649,-1234.3132,368.45984
2649.5,-1234.324,368.46082
2650,-1234.3171,368.4617
2650.5,-1234.2838,368.46323
2651,-1234.2502,368.46384
2651.5,-1234.2535,368.4648
2652,-1234.2609,368.4658
2652.5,-1234.2323,368.46655
2653,-1234.2383,368.46765
2653.5,-1234.2566,368.46866
2654,-1234.2571,368.46967
2654.5,-1234.2084,368.47058
2655,-1234.2104,368.47144
2655.5,-1234.2173,368.4725
2656,-1234.1796,368.47333
2656.5,-1234.1532,368.47418
2657,-1234.1418,368.47507
2657.5,-1234.147,368.47604
2658,-1234.1855,368.47708
2658.5,-1234.1743,368.4782
2659,-1234.1628,368.4792
2659.5,-1234.1572,368.48026
2660,-1234.1775,368.48138
2660.5,-1234.1727,368.48206
2661,-1234.1757,368.4829
2661.5,-1234.1805,368.48392
2662,-1234.1938,368.4852
2662.5,-1234.209,368.4863
2663,-1234.2295,368.4873
2663.5,-1234.2529,368.48837
2664,-1234.2402,368.48907
2664.5,-1234.22,368.4899
2665,-1234.2014,368.491
2665.5,-1234.2173,368.49225
2666,-1234.2207,368.49326
2666.5,-1234.2289,368.49442
2667,-1234.2308,368.49542
2667.5,-1234.2432,368.49658
2668,-1234.255,368.49774
2668.5,-1234.2755,368.49896
2669,-1234.2949,368.50006
2669.5,-1234.32,368.50116
2670,-1234.268,368.50195
2670.5,-1234.2792,368.50302
2671,-1234.2986,368.5041
2671.5,-1234.312,368.5051
2672,-1234.3138,368.50607
2672.5,-1234.2909,368.507
2673,-1234.3086,368.5081
2673.5,-1234.3163,368.50925
2674,-1234.3257,368.51044
2674.5,-1234.3549,368.5117
2675,-1234.386,368.51273
2675.5,-1234.422,368.51373
2676,-1234.4382,368.51486
2676.5,-1234.4078,368.51578
2677,-1234.421,368.51688
2677.5,-1234.4021,368.518
2678,-1234.3864,368.51926
2678.5,-1234.3918,368.5204
2679,-1234.4175,368.52136
2679.5,-1234.4268,368.52237
2680,-1234.4287,368.52338
2680.5,-1234.4242,368.52423
2681,-1234.4403,368.52515
2681.5,-1234.4435,368.52634
2682,-1234.4419,368.52744
2682.5,-1234.4496,368.52847
2683,-1234.4633,368.52954
2683.5,-1234.4745,368.53052
2684,-1234.5116,368.53156
2684.5,-1234.5287,368.53256
2685,-1234.511,368.53348
2685.5,-1234.5099,368.5345
2686,-1234.4901,368.53522
2686.5,-1234.4844,368.53613
2687,-1234.5062,368.5373
2687.5,-1234.5227,368.5386
2688,-1234.5154,368.53973
2688.5,-1234.5254,368.5409
2689,-1234.5244,368.54187
2689.5,-1234.551,368.543
2690,-1234.5541,368.54404
2690.5,-1234.5559,368.54504
2691,-1234.593,368.54633
2691.5,-1234.572,368.54712
2692,-1234.5405,368.54797
2692.5,-1234.5625,368.54904
2693,-1234.4827,368.54984
2693.5,-1234.4717,368.5508
2694,-1234.5002,368.5519
2694.5,-1234.5032,368.55295
2695,-1234.5156,368.5541
2695.5,-1234.5044,368.5552
2696,-1234.5212,368.55606
2696.5,-1234.5345,368.55713
2697,-1234.4966,368.55823
2697.5,-1234.5017,368.55917
2698,-1234.5035,368.5602
2698.5,-1234.5052,368.56122
2699,-1234.5126,368.5624
2699.5,-1234.4932,368.56335
2700,-1234.499,368.56433
2700.5,-1234.4968,368.56537
2701,-1234.498,368.56628
2701.5,-1234.5039,368.5672
2702,-1234.5112,368.56796
